order_id,date,region,product_category,product_name,quantity,unit_price,revenue,customer_id
8755,2024-06-01,Midwest,Clothing,T-Shirt,1,223.31,223.31,C658
8756,2024-05-23,Southwest,Electronics,Monitor,10,426.51,4265.1,C448
8757,2024-07-31,Midwest,Food,Coffee,18,417.53,7515.54,C761
8758,2023-11-08,Southwest,Food,Olive Oil,9,604.2,5437.8,C298
8759,2024-12-16,Southeast,Electronics,Phone,19,145.51,2764.69,C487
8760,2024-07-20,West,Food,Olive Oil,1,649.92,649.92,C311
8761,2024-04-26,Midwest,Home,Blender,18,371.2,6681.6,C979
8762,2023-10-21,Midwest,Sports,Bike,11,218.29,2401.19,C693
8763,2023-05-27,Midwest,Sports,Dumbbells,7,22.98,160.86,C617
8764,2023-04-25,Southeast,Clothing,Jacket,6,349.28,2095.68,C571
8765,2024-01-15,Northeast,Home,Lamp,5,167.81,839.05,C502
8766,2023-11-10,Southeast,Home,Lamp,19,284.84,5411.96,C422
8767,2024-01-14,West,Clothing,T-Shirt,10,771.24,7712.4,C254
8768,2024-11-06,West,Sports,Yoga Mat,5,808.9,4044.5,C359
8769,2024-05-18,West,Sports,Basketball,7,980.14,6860.98,C255
8770,2024-11-27,Southwest,Electronics,Monitor,3,65.56,196.68,C247
8771,2023-09-19,Midwest,Food,Chocolate,14,276.47,3870.58,C744
8772,2024-04-15,Southwest,Clothing,Hat,20,838.74,16774.8,C727
8773,2024-05-04,Southwest,Clothing,Jacket,20,766.96,15339.2,C351
8774,2024-06-01,Southeast,Clothing,Hat,15,819.83,12297.45,C667
8775,2024-06-08,Southeast,Food,Olive Oil,17,582.94,9909.98,C642
8776,2023-06-03,Midwest,Food,Coffee,15,214.34,3215.1,C991
8777,2024-03-20,Southwest,Electronics,Monitor,12,184.63,2215.56,C245
8778,2023-09-13,Midwest,Electronics,Monitor,20,834.63,16692.6,C746
8779,2024-09-22,Southeast,Sports,Helmet,16,236.68,3786.88,C746
8780,2024-01-04,Southeast,Electronics,Keyboard,20,525.15,10503.0,C485
8781,2024-06-12,Midwest,Food,Olive Oil,1,668.55,668.55,C313
8782,2023-10-24,Southeast,Food,Chocolate,12,62.23,746.76,C504
8783,2024-04-19,Southeast,Clothing,Sneakers,14,189.17,2648.38,C190
8784,2023-02-27,West,Sports,Bike,15,742.29,11134.35,C554
8785,2024-07-05,West,Sports,Yoga Mat,20,484.73,9694.6,C645
8786,2023-03-11,Southwest,Electronics,Tablet,19,440.65,8372.35,C540
8787,2024-05-28,Southwest,Food,Granola,7,37.84,264.88,C320
8788,2024-12-09,West,Home,Lamp,14,162.04,2268.56,C362
8789,2023-05-24,West,Electronics,Laptop,8,245.4,1963.2,C386
8790,2024-07-23,West,Sports,Yoga Mat,13,353.43,4594.59,C640
8791,2024-07-03,Midwest,Food,Coffee,20,538.83,10776.6,C518
8792,2024-02-07,Northeast,Clothing,Jacket,19,304.64,5788.16,C509
8793,2023-09-01,Midwest,Sports,Yoga Mat,9,469.77,4227.93,C968
8794,2023-07-28,Southwest,Food,Pasta,16,766.64,12266.24,C927
8795,2024-02-11,Southwest,Home,Lamp,1,467.74,467.74,C666
8796,2024-11-24,Midwest,Clothing,Hat,12,527.04,6324.48,C994
8797,2023-01-09,Northeast,Food,Chocolate,19,913.39,17354.41,C539
8798,2024-03-20,Southwest,Clothing,Jeans,11,691.63,7607.93,C434
8799,2023-03-08,Midwest,Food,Coffee,10,505.7,5057.0,C578
8800,2023-08-17,Midwest,Food,Olive Oil,12,276.85,3322.2,C956
8801,2023-10-21,Midwest,Clothing,Sneakers,10,620.52,6205.2,C501
8802,2023-04-13,Northeast,Sports,Bike,19,607.17,11536.23,C555
8803,2024-04-12,Southeast,Clothing,Jacket,5,699.14,3495.7,C414
8804,2024-01-23,Northeast,Home,Pillow,8,950.04,7600.32,C110
8805,2023-06-01,West,Electronics,Phone,15,776.28,11644.2,C859
8806,2023-03-03,West,Sports,Helmet,16,765.16,12242.56,C809
8807,2024-03-23,Southwest,Clothing,Hat,2,897.62,1795.24,C210
8808,2023-09-16,Midwest,Clothing,Hat,13,650.83,8460.79,C793
8809,2023-01-11,Northeast,Sports,Helmet,3,159.17,477.51,C138
8810,2024-05-24,Midwest,Electronics,Laptop,1,405.53,405.53,C979
8811,2024-09-24,Northeast,Home,Rug,17,885.19,15048.23,C454
8812,2024-08-05,Southeast,Food,Granola,5,867.29,4336.45,C362
8813,2023-11-23,Midwest,Sports,Dumbbells,6,216.06,1296.36,C230
8814,2023-04-09,Midwest,Food,Chocolate,10,283.24,2832.4,C185
8815,2023-07-14,Southwest,Food,Chocolate,12,657.67,7892.04,C557
8816,2024-02-16,Southwest,Food,Granola,7,938.07,6566.49,C344
8817,2024-07-18,Northeast,Home,Blender,19,330.51,6279.69,C142
8818,2024-05-08,Northeast,Home,Blender,20,372.48,7449.6,C166
8819,2023-01-14,West,Clothing,Sneakers,4,652.53,2610.12,C165
8820,2023-05-24,Southwest,Sports,Dumbbells,2,706.4,1412.8,C614
8821,2024-10-25,Northeast,Electronics,Monitor,7,981.58,6871.06,C803
8822,2024-01-20,Southwest,Food,Granola,17,149.54,2542.18,C382
8823,2023-11-18,Southeast,Food,Olive Oil,17,585.09,9946.53,C875
8824,2024-08-17,Southwest,Sports,Yoga Mat,17,578.4,9832.8,C340
8825,2023-01-08,Southeast,Food,Pasta,2,363.81,727.62,C176
8826,2024-05-29,Midwest,Electronics,Tablet,13,865.04,11245.52,C673
8827,2023-07-14,Northeast,Food,Coffee,5,654.34,3271.7,C154
8828,2023-09-26,Southwest,Home,Toaster,19,423.93,8054.67,C369
8829,2024-09-19,Southwest,Electronics,Keyboard,9,275.98,2483.82,C115
8830,2024-08-31,Southeast,Food,Olive Oil,12,990.1,11881.2,C570
8831,2023-03-13,Southwest,Clothing,Sneakers,2,688.89,1377.78,C481
8832,2023-09-17,Southwest,Sports,Dumbbells,17,474.56,8067.52,C444
8833,2024-02-13,West,Clothing,Jacket,1,858.6,858.6,C844
8834,2023-02-18,Midwest,Sports,Basketball,19,650.48,12359.12,C416
8835,2023-10-06,West,Electronics,Tablet,1,859.76,859.76,C241
8836,2024-11-19,Southeast,Home,Lamp,14,397.75,5568.5,C483
8837,2024-01-21,West,Electronics,Tablet,1,984.58,984.58,C732
8838,2023-01-22,Southwest,Home,Rug,15,431.05,6465.75,C596
8839,2024-07-04,Southwest,Clothing,Sneakers,19,701.04,13319.76,C354
8840,2024-08-20,Northeast,Food,Pasta,16,270.22,4323.52,C572
8841,2023-06-05,Southwest,Food,Coffee,7,328.98,2302.86,C256
8842,2023-03-26,Southwest,Sports,Basketball,19,129.12,2453.28,C241
8843,2024-04-11,West,Home,Blender,3,909.73,2729.19,C887
8844,2023-11-12,Southeast,Home,Pillow,6,85.26,511.56,C176
8845,2024-10-09,Southwest,Electronics,Phone,14,649.79,9097.06,C880
8846,2024-11-20,Southeast,Clothing,Sneakers,15,196.18,2942.7,C747
8847,2024-07-19,Northeast,Clothing,Jacket,1,614.0,614.0,C650
8848,2023-09-07,Northeast,Home,Rug,6,253.64,1521.84,C646
8849,2023-01-14,Southeast,Home,Blender,7,801.19,5608.33,C855
8850,2023-07-05,Southwest,Sports,Dumbbells,5,804.1,4020.5,C526
8851,2023-11-24,West,Food,Olive Oil,14,761.6,10662.4,C134
8852,2024-11-05,Midwest,Food,Coffee,2,54.37,108.74,C468
8853,2024-07-23,Southwest,Home,Pillow,18,120.26,2164.68,C580
8854,2024-01-17,Northeast,Electronics,Tablet,9,224.76,2022.84,C656
8855,2024-12-05,Midwest,Sports,Helmet,4,562.01,2248.04,C150
8856,2024-05-07,West,Food,Pasta,20,926.76,18535.2,C209
8857,2023-10-16,Southwest,Food,Coffee,12,671.35,8056.2,C963
8858,2024-10-11,Northeast,Home,Rug,14,409.31,5730.34,C710
8859,2024-11-04,Southwest,Home,Rug,4,456.87,1827.48,C136
8860,2023-01-04,West,Home,Blender,5,911.14,4555.7,C500
8861,2024-03-14,Southwest,Food,Pasta,10,857.38,8573.8,C421
8862,2024-11-14,Midwest,Clothing,Sneakers,8,500.13,4001.04,C921
8863,2024-05-23,West,Sports,Dumbbells,20,622.61,12452.2,C460
8864,2024-09-25,Southwest,Electronics,Phone,8,279.15,2233.2,C892
8865,2023-05-16,Southeast,Food,Coffee,14,185.1,2591.4,C490
8866,2024-03-15,Midwest,Food,Pasta,20,647.99,12959.8,C639
8867,2024-10-25,West,Electronics,Tablet,13,887.05,11531.65,C661
8868,2024-06-13,Southeast,Sports,Yoga Mat,11,539.8,5937.8,C161
8869,2024-11-06,Midwest,Clothing,Jacket,3,659.96,1979.88,C184
8870,2024-10-07,Southeast,Electronics,Phone,12,433.81,5205.72,C934
8871,2023-04-22,West,Electronics,Phone,16,509.22,8147.52,C586
8872,2023-07-12,Midwest,Home,Blender,19,789.77,15005.63,C556
8873,2023-06-24,Southeast,Clothing,Hat,4,485.17,1940.68,C489
8874,2023-03-19,Southwest,Sports,Helmet,6,881.71,5290.26,C454
8875,2024-06-18,Southwest,Home,Toaster,9,663.21,5968.89,C223
8876,2023-08-09,Midwest,Sports,Dumbbells,1,530.08,530.08,C414
8877,2024-04-02,Midwest,Electronics,Monitor,7,612.02,4284.14,C255
8878,2024-08-11,West,Electronics,Monitor,12,410.29,4923.48,C549
8879,2024-05-11,Southwest,Food,Coffee,13,129.08,1678.04,C348
8880,2023-10-24,Midwest,Clothing,Jeans,4,90.9,363.6,C138
8881,2024-09-03,Midwest,Home,Rug,11,82.54,907.94,C778
8882,2023-05-10,Midwest,Electronics,Tablet,5,516.3,2581.5,C542
8883,2023-08-31,Midwest,Food,Pasta,1,71.34,71.34,C536
8884,2023-03-31,West,Electronics,Monitor,9,608.8,5479.2,C220
8885,2023-11-08,Midwest,Home,Pillow,8,494.79,3958.32,C457
8886,2023-07-03,Northeast,Electronics,Tablet,13,614.95,7994.35,C382
8887,2024-03-21,Northeast,Sports,Dumbbells,3,353.95,1061.85,C585
8888,2023-08-22,Southeast,Sports,Bike,17,273.78,4654.26,C841
8889,2024-09-25,Northeast,Clothing,Jeans,3,631.14,1893.42,C618
8890,2023-03-12,Northeast,Food,Coffee,16,115.72,1851.52,C483
8891,2024-05-08,Northeast,Home,Rug,4,315.07,1260.28,C467
8892,2023-04-12,Midwest,Food,Pasta,11,534.55,5880.05,C293
8893,2024-07-09,West,Clothing,Sneakers,18,41.1,739.8,C992
8894,2024-04-23,Southeast,Food,Olive Oil,14,727.83,10189.62,C965
8895,2024-06-13,Northeast,Food,Pasta,8,895.31,7162.48,C631
8896,2023-03-12,West,Food,Pasta,17,144.22,2451.74,C579
8897,2024-12-31,Southeast,Clothing,T-Shirt,20,606.11,12122.2,C566
8898,2023-01-18,Midwest,Sports,Dumbbells,9,343.68,3093.12,C341
8899,2023-01-23,Northeast,Sports,Basketball,9,360.83,3247.47,C841
8900,2023-05-08,Southwest,Food,Coffee,17,88.22,1499.74,C625
8901,2024-05-05,Southeast,Clothing,T-Shirt,1,181.46,181.46,C753
8902,2024-01-22,Southeast,Clothing,Sneakers,6,170.49,1022.94,C900
8903,2024-05-23,Southeast,Sports,Helmet,11,63.95,703.45,C951
8904,2023-08-01,Southeast,Sports,Basketball,11,587.21,6459.31,C366
8905,2024-04-20,Southeast,Home,Pillow,11,844.13,9285.43,C268
8906,2024-03-04,Midwest,Home,Toaster,7,57.16,400.12,C912
8907,2023-12-19,Southeast,Food,Olive Oil,7,770.02,5390.14,C963
8908,2024-01-14,Northeast,Clothing,Jeans,20,589.46,11789.2,C403
8909,2023-05-29,West,Electronics,Monitor,2,716.43,1432.86,C724
8910,2024-07-29,Southwest,Sports,Yoga Mat,15,258.98,3884.7,C111
8911,2024-12-18,Midwest,Electronics,Tablet,8,118.88,951.04,C972
8912,2024-02-01,Midwest,Electronics,Laptop,20,616.85,12337.0,C191
8913,2024-12-19,Southeast,Sports,Dumbbells,14,313.92,4394.88,C150
8914,2024-10-18,Southeast,Home,Rug,6,430.87,2585.22,C143
8915,2024-02-27,Southeast,Food,Chocolate,6,171.42,1028.52,C633
8916,2023-09-23,Southeast,Home,Blender,20,913.63,18272.6,C292
8917,2024-07-04,Southwest,Home,Toaster,10,370.44,3704.4,C675
8918,2024-08-01,Southeast,Clothing,Jeans,3,642.76,1928.28,C385
8919,2024-05-12,Midwest,Clothing,Hat,9,624.55,5620.95,C569
8920,2023-12-30,West,Home,Rug,4,166.58,666.32,C966
8921,2024-06-09,Southwest,Home,Blender,7,538.38,3768.66,C538
8922,2024-05-17,West,Sports,Dumbbells,15,62.94,944.1,C182
8923,2023-01-04,Northeast,Clothing,Jacket,3,249.16,747.48,C759
8924,2024-12-17,Southwest,Sports,Dumbbells,7,642.79,4499.53,C796
8925,2023-09-26,Southeast,Electronics,Tablet,10,738.4,7384.0,C319
8926,2023-12-10,Midwest,Home,Blender,10,566.07,5660.7,C639
8927,2024-12-30,Southeast,Food,Olive Oil,17,970.72,16502.24,C675
8928,2024-12-10,Southeast,Home,Pillow,12,868.25,10419.0,C320
8929,2023-02-06,Southwest,Clothing,Jeans,8,932.3,7458.4,C447
8930,2023-06-27,Northeast,Home,Lamp,16,199.71,3195.36,C393
8931,2024-01-24,West,Electronics,Monitor,18,725.13,13052.34,C755
8932,2024-08-01,Southeast,Home,Blender,4,962.66,3850.64,C587
8933,2023-11-25,West,Electronics,Laptop,18,51.19,921.42,C178
8934,2023-02-09,Southeast,Electronics,Phone,6,890.7,5344.2,C832
8935,2023-05-24,Southeast,Food,Pasta,12,111.08,1332.96,C198
8936,2024-03-03,Southwest,Food,Granola,5,195.07,975.35,C668
8937,2023-12-30,Midwest,Electronics,Tablet,5,935.79,4678.95,C519
8938,2023-08-25,Southeast,Sports,Yoga Mat,4,298.49,1193.96,C427
8939,2023-07-27,West,Electronics,Tablet,2,270.34,540.68,C227
8940,2024-09-24,West,Sports,Helmet,15,496.27,7444.05,C612
8941,2023-02-03,Northeast,Electronics,Tablet,20,104.92,2098.4,C282
8942,2024-03-08,Southwest,Home,Pillow,7,906.83,6347.81,C823
8943,2024-12-03,West,Clothing,Jeans,12,794.12,9529.44,C524
8944,2024-09-17,Northeast,Clothing,Jacket,13,823.33,10703.29,C676
8945,2024-12-23,Southeast,Electronics,Laptop,11,447.21,4919.31,C681
8946,2024-04-10,Southeast,Clothing,Jacket,18,104.69,1884.42,C400
8947,2023-12-15,Midwest,Clothing,Sneakers,18,730.92,13156.56,C547
8948,2024-10-16,Southeast,Sports,Basketball,6,879.44,5276.64,C437
8949,2024-03-15,Midwest,Electronics,Keyboard,8,19.47,155.76,C726
8950,2024-09-22,Southwest,Sports,Helmet,20,978.32,19566.4,C714
8951,2024-01-18,Northeast,Sports,Helmet,14,497.96,6971.44,C682
8952,2024-02-06,Southwest,Food,Chocolate,19,221.24,4203.56,C637
8953,2023-04-21,Southwest,Electronics,Keyboard,10,564.14,5641.4,C937
8954,2024-11-29,West,Home,Blender,4,177.46,709.84,C775
8955,2023-03-27,Southwest,Electronics,Laptop,5,292.62,1463.1,C470
8956,2023-12-11,Northeast,Sports,Dumbbells,17,761.72,12949.24,C322
8957,2024-04-08,Southeast,Home,Pillow,7,169.99,1189.93,C584
8958,2023-02-05,Southeast,Food,Chocolate,20,404.82,8096.4,C544
8959,2024-05-28,West,Food,Pasta,18,834.15,15014.7,C375
8960,2023-08-06,Northeast,Electronics,Monitor,6,914.2,5485.2,C160
8961,2024-12-30,West,Home,Lamp,10,702.26,7022.6,C359
8962,2024-04-17,Southeast,Food,Olive Oil,12,685.98,8231.76,C397
8963,2023-07-25,Northeast,Electronics,Tablet,12,441.75,5301.0,C167
8964,2024-11-09,Northeast,Clothing,T-Shirt,5,463.64,2318.2,C687
8965,2024-02-29,Northeast,Food,Chocolate,19,764.5,14525.5,C661
8966,2024-01-28,Southwest,Sports,Helmet,7,988.7,6920.9,C988
8967,2024-06-17,Midwest,Clothing,Jeans,6,192.4,1154.4,C368
8968,2024-08-03,Midwest,Home,Pillow,4,172.98,691.92,C824
8969,2024-07-15,West,Electronics,Monitor,5,644.48,3222.4,C879
8970,2023-01-06,Southwest,Food,Coffee,18,49.29,887.22,C379
8971,2023-02-18,Southwest,Food,Chocolate,4,320.38,1281.52,C917
8972,2023-11-06,Northeast,Home,Lamp,12,788.61,9463.32,C671
8973,2023-12-24,Northeast,Electronics,Phone,9,481.8,4336.2,C379
8974,2023-06-15,Southwest,Sports,Yoga Mat,14,258.38,3617.32,C287
8975,2023-06-25,West,Home,Blender,5,323.66,1618.3,C373
8976,2024-12-06,Southeast,Food,Granola,10,343.87,3438.7,C714
8977,2024-02-12,Northeast,Home,Pillow,9,31.04,279.36,C185
8978,2024-04-09,Midwest,Home,Pillow,12,674.33,8091.96,C684
8979,2024-12-17,West,Food,Pasta,6,454.94,2729.64,C932
8980,2024-03-18,Southwest,Clothing,T-Shirt,19,102.41,1945.79,C763
8981,2024-07-16,Northeast,Clothing,Jacket,10,784.42,7844.2,C887
8982,2024-01-29,West,Electronics,Tablet,6,780.44,4682.64,C649
8983,2023-02-10,Southwest,Sports,Basketball,6,12.97,77.82,C880
8984,2024-04-24,Southwest,Electronics,Keyboard,14,675.7,9459.8,C466
8985,2023-04-14,Midwest,Food,Coffee,3,471.83,1415.49,C764
8986,2023-08-07,Southeast,Electronics,Monitor,2,139.6,279.2,C965
8987,2023-12-25,Southeast,Clothing,Sneakers,20,476.58,9531.6,C644
8988,2024-02-03,Northeast,Home,Pillow,15,764.52,11467.8,C453
8989,2024-07-17,West,Clothing,Jeans,7,469.85,3288.95,C604
8990,2023-05-22,Northeast,Electronics,Tablet,8,243.92,1951.36,C125
8991,2023-01-08,Southeast,Clothing,Jeans,13,577.5,7507.5,C927
8992,2024-03-01,Midwest,Sports,Dumbbells,3,194.89,584.67,C341
8993,2023-03-13,Northeast,Home,Lamp,20,417.49,8349.8,C332
8994,2024-09-16,Midwest,Food,Pasta,6,145.31,871.86,C771
8995,2024-03-18,Southeast,Electronics,Tablet,10,883.89,8838.9,C118
8996,2024-08-30,Southwest,Electronics,Phone,10,692.96,6929.6,C220
8997,2023-09-10,Northeast,Home,Blender,11,200.0,2200.0,C939
8998,2024-12-27,West,Sports,Bike,3,211.12,633.36,C413
8999,2024-03-04,Southeast,Home,Lamp,10,328.19,3281.9,C288
9000,2024-06-11,Southeast,Clothing,Jacket,11,688.5,7573.5,C950
9001,2023-11-13,Southwest,Home,Pillow,20,449.62,8992.4,C727
9002,2024-08-04,Southeast,Home,Toaster,14,358.51,5019.14,C548
9003,2024-04-12,Midwest,Food,Granola,8,349.79,2798.32,C222
9004,2024-11-16,Southwest,Sports,Basketball,13,297.73,3870.49,C543
9005,2023-10-23,Northeast,Clothing,Jacket,3,326.84,980.52,C141
9006,2023-06-09,Midwest,Home,Blender,17,208.35,3541.95,C563
9007,2023-12-09,Northeast,Electronics,Monitor,7,146.03,1022.21,C749
9008,2023-01-22,Southeast,Home,Toaster,4,256.43,1025.72,C986
9009,2023-01-17,Midwest,Clothing,Sneakers,20,630.39,12607.8,C305
9010,2024-02-28,Midwest,Clothing,Sneakers,5,731.7,3658.5,C291
9011,2024-02-20,Midwest,Home,Rug,7,390.58,2734.06,C528
9012,2024-06-05,West,Food,Olive Oil,16,660.81,10572.96,C499
9013,2024-05-05,Southeast,Sports,Helmet,17,411.29,6991.93,C299
9014,2023-01-05,Northeast,Clothing,Jacket,8,136.93,1095.44,C729
9015,2024-07-28,Southwest,Clothing,T-Shirt,15,6.16,92.4,C756
9016,2024-03-03,West,Electronics,Keyboard,19,387.88,7369.72,C403
9017,2024-09-09,Midwest,Food,Coffee,18,355.07,6391.26,C415
9018,2024-04-15,Midwest,Sports,Basketball,14,740.31,10364.34,C915
9019,2023-08-02,Southwest,Home,Toaster,11,974.8,10722.8,C253
9020,2024-02-12,Northeast,Sports,Helmet,6,841.47,5048.82,C613
9021,2024-04-14,Southwest,Home,Blender,3,310.31,930.93,C186
9022,2023-01-12,Southwest,Sports,Bike,3,674.05,2022.15,C477
9023,2024-09-21,Southeast,Food,Granola,6,733.05,4398.3,C562
9024,2024-06-24,Southwest,Electronics,Keyboard,17,338.31,5751.27,C144
9025,2024-03-09,Southwest,Electronics,Phone,2,814.88,1629.76,C999
9026,2023-08-16,Midwest,Sports,Basketball,3,188.09,564.27,C240
9027,2024-04-25,Southeast,Electronics,Phone,8,873.89,6991.12,C740
9028,2024-01-07,Southwest,Home,Lamp,5,594.57,2972.85,C257
9029,2023-02-06,West,Clothing,Jacket,7,50.48,353.36,C309
9030,2023-09-06,Midwest,Food,Granola,8,228.19,1825.52,C653
9031,2024-09-24,Midwest,Electronics,Laptop,4,957.51,3830.04,C741
9032,2024-09-26,Southwest,Sports,Bike,8,543.36,4346.88,C777
9033,2024-04-13,Southwest,Clothing,Sneakers,18,991.3,17843.4,C499
9034,2024-03-24,Southwest,Clothing,Jacket,13,12.65,164.45,C664
9035,2023-10-28,Southeast,Clothing,Hat,13,810.75,10539.75,C876
9036,2024-02-22,Midwest,Electronics,Tablet,9,687.86,6190.74,C915
9037,2024-06-05,West,Home,Blender,9,201.96,1817.64,C512
9038,2023-06-08,Northeast,Sports,Helmet,3,312.87,938.61,C792
9039,2024-07-24,Midwest,Food,Chocolate,4,589.66,2358.64,C819
9040,2024-03-25,Southeast,Electronics,Phone,19,516.36,9810.84,C164
9041,2023-08-02,Northeast,Electronics,Keyboard,9,241.43,2172.87,C762
9042,2023-08-12,Southwest,Electronics,Tablet,3,581.3,1743.9,C662
9043,2023-04-29,Northeast,Sports,Helmet,14,252.94,3541.16,C299
9044,2023-01-22,Midwest,Electronics,Monitor,9,573.6,5162.4,C447
9045,2023-02-24,Midwest,Home,Pillow,6,443.81,2662.86,C945
9046,2024-08-27,Southeast,Food,Chocolate,1,146.37,146.37,C632
9047,2023-10-15,Midwest,Electronics,Monitor,3,675.8,2027.4,C706
9048,2023-08-07,West,Clothing,Jeans,2,522.02,1044.04,C638
9049,2023-12-05,Northeast,Sports,Yoga Mat,5,244.32,1221.6,C206
9050,2023-07-20,West,Electronics,Tablet,16,713.36,11413.76,C401
9051,2023-03-20,Northeast,Clothing,Sneakers,14,927.55,12985.7,C279
9052,2024-02-29,Midwest,Food,Pasta,4,720.12,2880.48,C231
9053,2024-01-04,Southwest,Clothing,Hat,12,88.25,1059.0,C541
9054,2023-08-28,Midwest,Sports,Helmet,3,993.33,2979.99,C221
9055,2024-02-26,Midwest,Home,Blender,14,823.39,11527.46,C381
9056,2024-05-05,Northeast,Clothing,Jacket,20,63.41,1268.2,C202
9057,2023-03-02,Southeast,Food,Coffee,11,523.8,5761.8,C979
9058,2024-11-21,Midwest,Electronics,Laptop,18,370.8,6674.4,C183
9059,2023-05-04,Northeast,Electronics,Tablet,13,50.41,655.33,C295
9060,2024-01-15,Southeast,Home,Toaster,13,511.82,6653.66,C622
9061,2024-08-29,Northeast,Electronics,Tablet,2,540.16,1080.32,C969
9062,2023-05-24,Southeast,Home,Blender,8,813.05,6504.4,C508
9063,2024-05-22,West,Sports,Basketball,5,455.72,2278.6,C506
9064,2024-07-28,Southwest,Clothing,Sneakers,17,896.63,15242.71,C668
9065,2024-07-23,Midwest,Sports,Helmet,15,958.53,14377.95,C658
9066,2023-03-20,Southwest,Clothing,Hat,8,310.63,2485.04,C785
9067,2024-03-30,Northeast,Home,Lamp,1,650.15,650.15,C881
9068,2023-09-19,West,Clothing,T-Shirt,18,35.48,638.64,C629
9069,2023-06-18,Northeast,Clothing,T-Shirt,3,698.75,2096.25,C958
9070,2024-06-07,Southeast,Home,Lamp,10,739.27,7392.7,C121
9071,2023-10-08,Midwest,Home,Blender,19,467.12,8875.28,C741
9072,2024-08-25,Midwest,Clothing,Jeans,19,415.63,7896.97,C407
9073,2024-08-16,Northeast,Electronics,Laptop,19,454.33,8632.27,C638
9074,2024-09-15,Southeast,Clothing,Jeans,12,12.2,146.4,C364
9075,2023-04-17,Southwest,Home,Lamp,3,202.12,606.36,C144
9076,2023-08-08,Northeast,Sports,Bike,13,75.18,977.34,C104
9077,2024-02-01,Northeast,Sports,Bike,18,735.04,13230.72,C975
9078,2024-02-28,Midwest,Food,Granola,1,931.46,931.46,C634
9079,2024-05-15,Southeast,Food,Pasta,17,919.03,15623.51,C172
9080,2024-06-08,Northeast,Food,Olive Oil,19,396.23,7528.37,C243
9081,2023-08-20,Midwest,Home,Rug,2,329.93,659.86,C550
9082,2023-05-26,Midwest,Sports,Bike,6,87.53,525.18,C327
9083,2024-08-07,West,Clothing,Sneakers,5,30.47,152.35,C696
9084,2023-03-18,West,Electronics,Tablet,19,678.64,12894.16,C401
9085,2023-04-23,West,Clothing,Jacket,3,894.8,2684.4,C129
9086,2023-03-06,West,Electronics,Monitor,14,988.7,13841.8,C639
9087,2024-01-20,Southeast,Sports,Yoga Mat,4,699.06,2796.24,C912
9088,2024-01-07,Southwest,Food,Granola,12,516.02,6192.24,C356
9089,2024-11-01,Northeast,Home,Blender,2,780.11,1560.22,C474
9090,2024-12-11,West,Electronics,Phone,14,321.04,4494.56,C454
9091,2024-01-29,Midwest,Electronics,Monitor,11,398.06,4378.66,C529
9092,2024-04-13,Northeast,Home,Blender,4,971.27,3885.08,C941
9093,2023-05-02,Southeast,Electronics,Monitor,1,109.04,109.04,C805
9094,2024-11-03,Northeast,Home,Toaster,19,195.8,3720.2,C476
9095,2024-08-06,West,Sports,Helmet,6,804.98,4829.88,C519
9096,2023-07-06,Midwest,Home,Pillow,12,463.12,5557.44,C180
9097,2023-12-24,Northeast,Clothing,Jacket,12,872.39,10468.68,C721
9098,2024-10-05,Southwest,Home,Toaster,2,841.27,1682.54,C527
9099,2023-03-09,Southwest,Sports,Helmet,7,753.07,5271.49,C938
9100,2023-09-16,Southeast,Home,Pillow,6,594.7,3568.2,C995
9101,2024-11-12,West,Food,Pasta,7,135.12,945.84,C988
9102,2023-05-07,Northeast,Electronics,Phone,8,901.51,7212.08,C657
9103,2024-08-01,Southeast,Electronics,Keyboard,1,284.16,284.16,C148
9104,2023-09-11,West,Sports,Dumbbells,18,312.73,5629.14,C853
9105,2024-11-03,Southwest,Electronics,Laptop,10,47.17,471.7,C447
9106,2024-03-19,Midwest,Electronics,Phone,12,452.85,5434.2,C600
9107,2023-02-08,Southwest,Electronics,Keyboard,11,612.53,6737.83,C246
9108,2024-11-29,West,Food,Chocolate,1,274.88,274.88,C297
9109,2024-02-09,Southwest,Electronics,Keyboard,19,910.83,17305.77,C628
9110,2023-07-17,Southwest,Sports,Dumbbells,17,755.4,12841.8,C292
9111,2024-01-25,Southeast,Sports,Helmet,14,84.13,1177.82,C817
9112,2023-07-18,West,Sports,Bike,3,458.13,1374.39,C826
9113,2024-04-13,Midwest,Clothing,Hat,14,717.27,10041.78,C797
9114,2024-08-07,Midwest,Clothing,Sneakers,20,103.77,2075.4,C975
9115,2023-10-06,Southwest,Food,Olive Oil,18,546.47,9836.46,C190
9116,2024-11-18,Midwest,Electronics,Phone,9,331.24,2981.16,C267
9117,2024-03-31,West,Electronics,Tablet,2,793.62,1587.24,C923
9118,2024-04-28,Midwest,Home,Lamp,11,432.8,4760.8,C371
9119,2023-10-30,Southwest,Electronics,Keyboard,18,535.19,9633.42,C940
9120,2024-01-30,West,Food,Chocolate,12,864.62,10375.44,C203
9121,2023-08-20,Southwest,Electronics,Keyboard,7,527.93,3695.51,C163
9122,2024-03-24,Midwest,Electronics,Tablet,6,26.84,161.04,C346
9123,2023-10-11,Southwest,Food,Pasta,7,554.34,3880.38,C865
9124,2023-06-28,Southwest,Electronics,Tablet,1,296.49,296.49,C281
9125,2023-11-16,West,Food,Olive Oil,7,796.43,5575.01,C960
9126,2024-03-26,Southeast,Clothing,Sneakers,6,484.11,2904.66,C332
